author_name	author_date	author_gender	author_viaf	title	novel_id	first_edition	num_word	size	time_slot	canonicity
Tolnai Lajos	1837-1902	M	6903976	Csak egy asszony!	HU16178	1891	21340	short	T3	low
Tolnai Lajos	1837-1902	M	6903976	Dániel pap lesz	HU16143	1885	29748	short	T3	low
Tolnai Lajos	1837-1902	M	6903976	Életképek : ELTeC edition	HU14664	1867	50764	medium	T2	low
Tolnai Lajos	1837-1902	M	6903976	Jubilánsok	HU09485	1886	26196	short	T3	low
Tormay Cécile	1876-1937	F	49267950	A régi ház	HU07264	1914	48626	short	T4	high
Tormay Cécile	1876-1937	F	49267950	Bujdosó könyv	HU17435	1920	160251	long	T4	high
Tormay Cécile	1876-1937	F	49267950	Emberek a kövek között	HU20609	1919	32526	short	T4	high
Török Gyula	1888-1918	M	72194515	A porban	HU05104	1917	102039	long	T4	low
Török Gyula	1888-1918	M	72194515	A zöldköves gyűrű : Regény : ELTeC edition	HU09105	1918	84038	medium	T4	high
Török Gyula	1888-1918	M	72194515	Fehér virág	HU12270	1919	24445	short	T4	low
Tutsek Anna	1865-1944	F	41121259	Az élet iskolája	HU14279	1924	28802	short	T5	low
Tutsek Anna	1865-1944	F	41121259	Cilike búcsúja	HU14126	1937	26324	short	T5	low
Tutsek Anna	1865-1944	F	41121259	Cilike férjhez megy	HU14076	1915	35517	short	T4	low
Tutsek Anna	1865-1944	F	41121259	Cilike mátkasága	HU14153	1921	37955	short	T5	low
Tutsek Anna	1865-1944	F	41121259	Cilike menyasszony lesz	HU14017	1909	30098	short	T4	high
Tutsek Anna	1865-1944	F	41121259	Cilike mint asszony	HU14150	1920	33490	short	T4	low
Tutsek Anna	1865-1944	F	41121259	Cilike rövid ruhában	HU14030	1910	36679	short	T4	high
Tutsek Anna	1865-1944	F	41121259	Mindig lesznek Cilikék	HU14322	1934	57609	medium	T5	low
Tutsek Anna	1865-1944	F	41121259	Vidorka	HU14168	1909	16003	short	T4	low
Vachott Sándorné	1828-1896	F	6242151353538652720008	Derű és ború	HU00011	1854	65112	medium	T1	low
Vachott Sándorné	1828-1896	F	6242151353538652720008	Irma hagyományai	HU00012	1859	47321	short	T1	low
Vachott Sándorné	1828-1896	F	6242151353538652720008	Margit	HU19018	1857	63890	medium	T1	low
Vadnai Károly	1832-1902	M	120125275	A kis tündér : Regény : ELTeC edition	HU07703	1860	60854	medium	T2	low
Vándor Kálmán	1898-1945	M	121460386	Colibri	HU20594	1909	11413	short	T5	low
Vándor Kálmán	1898-1945	M	121460386	Trieszti gyors	HU20504	1940	47667	short	T5	low
Vas Gereben	1823-1868	M	36952007	A nemzet napszámosai : Magyar korrajz : ELTeC edition	HU01117	1857	98093	medium	T1	low
Vas Gereben	1823-1868	M	36952007	A pörös atyafiak : Regény : ELTeC edition	HU02143	1860	70428	medium	T2	low
Vas Gereben	1823-1868	M	36952007	A régi jó idők : ELTeC edition	HU01118	1855	109443	long	T1	low
Vas Gereben	1823-1868	M	36952007	Egy alispán : Magyar korrajz : ELTeC edition	HU01115	1858	90713	medium	T1	low
Vas Gereben	1823-1868	M	36952007	Életunt ember	HU01768	1862	59762	medium	T2	low
Vas Gereben	1823-1868	M	36952007	Garasos arisztokráczia	HU01708	1865	61288	medium	T2	low
Vas Gereben	1823-1868	M	36952007	Jurátusélet	HU01924	1866	86141	medium	T2	low
Vas Gereben	1823-1868	M	36952007	Nagy idők, nagy emberek : ELTeC edition	HU01116	1856	109239	long	T1	low
Vas Gereben	1823-1868	M	36952007	Tekintetes urak :  Regény  : ELTeC edition	HU04027	1864	52553	medium	T2	low
Vay Sándor	1859-1918	M	56198354	A mikor még póstakocsin jártak	HU10146	1903	23468	short	T4	low
Verseghy Ferenc	1757-1822	M	76358725	Gróf Kaczaifalvi László avagy a természetes ember	HU07541	1911	67748	medium	T4	low
Vértesi Arnold	1836-1911	M	121504813	Az ugaros-karádi közbirtokosság	HU14690	1897	60591	medium	T3	low
Vértesi Arnold	1836-1911	M	121504813	Előre : Regény : ELTeC edition	HU14689	1895	30470	short	T3	low
Vértesi Arnold	1836-1911	M	121504813	Fürdőn	HU15268	1895	28656	short	T3	low
Vértesi Arnold	1836-1911	M	121504813	Mézes hetek	HU16059	1895	28554	short	T3	low
Vértesi Arnold	1836-1911	M	121504813	Mindhiába	HU16046	1895	29696	short	T3	low
Virághalmi Ferenc	1826-1875	M	121507699	Egy cserepár naplója	HU17960	1866	29457	short	T2	low
Werner Gyula	1862-1926	M	167135256	A beszterczei diákok	HU14979	1902	76799	medium	T4	low
Werner Gyula	1862–1926	M	167135256	Andrásfalvy de Andrásfalva	HU13681	1894	67157	medium	T3	low
Werner Gyula	1862-1926	M	167135256	Anteusz	HU14355	1893	57990	medium	T3	low
Werner Gyula	1862-1926	M	167135256	Forgách Simon : Rákóczi korabeli regény : ELTeC edition	HU13606	1907	121674	long	T4	low
Werner Gyula	1862-1926	M	167135256	Hunok harcza	HU12958	1901	80739	medium	T4	low
Wohl Stefánia	1846-1889	F	121454816	Aranyfüst	HU07729	1887	111763	long	T3	low
Zigány Árpád	1865-1936	M	70701164	A bűbájos sziget	HU11962	1927	13701	short	T5	low
Zigány Árpád	1865-1936	M	70701164	A dicsőség útja : regény 1950-ből	HU22545	1903	47667	short	T4	low
Zigány Árpád	1865-1936	M	70701164	A kékszemű óriás : Amerikai regény	HU22512	1924	25558	short	T5	low
Zigány Árpád	1865-1936	M	70701164	A parasztkirály : Történeti regény a XVI. századból : ELTeC edition	HU12359	1902	62504	medium	T4	low
Zöldi Márton	1854-1919	M	121489553	A nagy bonvivant	HU12887	1907	28368	short	T4	low
Z. Tábori Piroska	1892-1947	F	61301447	Tökmag bandájan	HU18433	1934	26779	short	T5	low
Zsoldos László	1874-1926	M	121491092	Háromkirályok	HU16350	1912	75444	medium	T4	low
Zsolt Béla	1895-1949	M	32799079	A királynő családja	HU21588	1932	76057	medium	T5	low
